YouMind案例ID,标题,公开原帖链接,视频数量,视频字节数,封面字节数,原视频链接
2818,Whimsical Easter Bunny Drama Video,https://x.com/drjoetw/status/2040942938231030140,1,2354158,14358,https://video.twimg.com/amplify_video/2040942277976354816/vid/avc1/1280x720/VpRXG30ZLzsCDxpr.mp4?tag=21
2817,High-Speed Transition Video Prompt for Seedance 2.0 Omni,https://x.com/Kiber_Alla/status/2041092994246328703,2,7458563,33735,"https://video.twimg.com/amplify_video/2041092412769230848/vid/avc1/1440x2560/Slcz1dOfkyDgVaTa.mp4?tag=21
https://video.twimg.com/amplify_video/2041092441940619264/vid/avc1/1440x2560/X78_WHR26uuJ7qAb.mp4?tag=21"
2816,Cinematic Disaster Sequence Prompt for Seedance 2.0 Fast,https://x.com/AllaAisling/status/2041145902077813177,1,4216220,19836,https://video.twimg.com/amplify_video/2041015989299458048/vid/avc1/1280x720/N-QbvL-k2rsSss9l.mp4?tag=21
2815,Dystopian Surreal Cinematic Video,https://x.com/AIwithkhan/status/2041018531186376970,1,4788403,15855,https://video.twimg.com/ext_tw_video/2041018496298209280/pu/vid/avc1/1920x1080/59OYP6kzgb9BMywH.mp4?tag=19
2814,Comedic ADHD Cat Teacher Short Film,https://x.com/drjoetw/status/2040980806680838396,1,2612218,16454,https://video.twimg.com/amplify_video/2040980741522423808/vid/avc1/1280x720/uz83ZD3fiTkEjP9n.mp4?tag=21
2813,JSON Prompt Structure for Macro FPV Fairy Flight,https://x.com/EHuanglu/status/2041132328655954201,1,2844649,17064,https://video.twimg.com/amplify_video/2041132247802359809/vid/avc1/1024x576/1g4lONXj3BtkKkcQ.mp4?tag=21
2812,Cinematic WWE Wrestling Match with Shocking Twist,https://x.com/Ankit_patel211/status/2041265004067103202,1,3425398,26119,https://video.twimg.com/ext_tw_video/2041264894365081600/pu/vid/avc1/1280x720/Y7_C_DDtJA96JsSd.mp4?tag=19
2811,Dark Fantasy FPV Battle,https://x.com/MayorKingAI/status/2041125333802574228,1,4049237,20125,https://video.twimg.com/amplify_video/2041125274843238401/vid/avc1/1280x720/7qO_7qvDRdguCL0r.mp4?tag=14
2810,Elemental Chaos Battle on a Coastal Battlefield,https://x.com/LudovicCreator/status/2041218152617369735,1,3771738,27537,https://video.twimg.com/ext_tw_video/2041218127887806464/pu/vid/avc1/1280x720/iAK3DFQB4-sw5tC-.mp4?tag=12
2809,Real Movie Texture to Anime Action Transition,https://x.com/TopviewAIhq/status/2041268710913011737,1,8442485,13091,https://video.twimg.com/amplify_video/2041205892029595648/vid/avc1/1882x1080/jENCEt9Cj5OcIlXU.mp4?tag=21
2808,Surreal Japanese Scene with Bounty Hunters,https://x.com/asheem01/status/2041123008283046113,2,1714035,25805,"https://video.twimg.com/ext_tw_video/2041122968227725312/pu/vid/avc1/864x496/clbNiHA_R1RtqrAJ.mp4?tag=19
https://video.twimg.com/ext_tw_video/2041122968680751104/pu/vid/avc1/1254x720/81r2kUJGfm_xPUS8.mp4?tag=19"
2807,Hyperreal FPV Downhill Stair Run,https://x.com/IqraSaifiii/status/2041160745778585662,1,4533063,23840,https://video.twimg.com/amplify_video/2041160591809912832/vid/avc1/1280x720/wZ-FPC0U7VtSP34O.mp4?tag=21
2779,High-speed anime duel in sky ruins,https://x.com/IATiago/status/2040945930946424939,1,2021562,18706,https://video.twimg.com/ext_tw_video/2040945906531594242/pu/vid/avc1/832x480/ZBDk_xle9fVqH_un.mp4?tag=12
2778,Noir Fantasy Film Sequence Video,https://x.com/MiguelMaestroIA/status/2040776572559294651,1,3113334,15783,https://video.twimg.com/ext_tw_video/2040776541362077696/pu/vid/avc1/1254x720/Y4HtpuQpNVQLEw2h.mp4?tag=12
2777,Cinematic Desert Fight Scene,https://x.com/EnzoSanchezIA/status/2040903004816068698,1,4746291,10652,https://video.twimg.com/amplify_video/2040902896787828736/vid/avc1/1920x1080/w0biRajT9hioMaYY.mp4?tag=21
2776,The Noodle Master Scene Description,https://x.com/AICO_fly/status/2040676807549284523,1,10633224,21979,https://video.twimg.com/amplify_video/2040676359190806528/vid/avc1/1920x1080/WLL11FCi2gvWBiE9.mp4?tag=21
2775,Complex Action Sequence Video,https://x.com/LurkShade/status/2040764610706551087,1,2381257,20935,https://video.twimg.com/amplify_video/2040764439574749184/vid/avc1/1280x720/oniF3B60vbvnFXlC.mp4?tag=21
2773,Japanese High School Girl Mecha Transformation,https://x.com/eijo_AIart/status/2040819447724982294,1,2968046,18461,https://video.twimg.com/amplify_video/2040818102334898176/vid/avc1/1280x720/WiXnTIwJOypF_c7R.mp4?tag=21
2771,Sci-fi Anime Single-Shot Action Sequence,https://x.com/Artedeingenio/status/2040480346232299983,1,3329390,23775,https://video.twimg.com/amplify_video/2040479991084072960/vid/avc1/1280x720/zAj9WoTDL2AMAj0_.mp4?tag=21
2770,Dialogue Scene in a Van,https://x.com/_3912657840/status/2040720834470482206,1,3161617,28387,https://video.twimg.com/amplify_video/2040720747598069760/vid/avc1/1920x1080/y2yer4aAurMl6W-2.mp4?tag=21
2769,Detailed Seedance 2.0 prompt for recreating a 90s Japanese dating sim game,https://x.com/kinopioai_ai/status/2040814307487916415,2,6622794,26502,"https://video.twimg.com/amplify_video/2040813725767413760/vid/avc1/1920x1080/PWR3OOiJW50ibioy.mp4?tag=21
https://video.twimg.com/amplify_video/2040813725758930944/vid/avc1/1920x1080/Pa5kYZON_Rzd_THz.mp4?tag=21"
2768,a monster choir with black-and-white to color transition,https://x.com/tea_story_hoshi/status/2040730727504027907,1,1210191,20442,https://video.twimg.com/amplify_video/2040727812567646208/vid/avc1/1280x720/c5vrp3f3taqEiwT_.mp4?tag=21
2767,Textbook Inspiration Video Prompt for Seedance 2,https://x.com/TechTalkNAVI/status/2040757273417621920,1,2533342,24429,https://video.twimg.com/amplify_video/2040757213485309953/vid/avc1/1280x720/JFOtsUQhGEx-UAcM.mp4?tag=21
2766,Detailed Seedance 2.0 prompt for a skeleton girl playing piano in a miniature diorama,https://x.com/tea_story_hoshi/status/2040614786933887043,1,1473506,25980,https://video.twimg.com/amplify_video/2040613625375911936/vid/avc1/1280x720/50etvjDpfy8R8KGT.mp4?tag=21
2765,Detailed JSON Prompt for Dimensional Slash Effect in Seedance 2,https://x.com/TechTalkNAVI/status/2040740135860617499,2,4667261,10223,"https://video.twimg.com/amplify_video/2040740013592477696/vid/avc1/1280x720/ntnQOlPtB2UWtkbH.mp4?tag=21
https://video.twimg.com/amplify_video/2040740076343492609/vid/avc1/1280x720/edV0ZwaGnOHYlB45.mp4?tag=21"
2764,High-End RPG Boss Battle Sequence,https://x.com/TechTalkNAVI/status/2040711931192062076,1,29762859,29642,https://video.twimg.com/amplify_video/2040711160744546304/vid/avc1/3840x2160/V0ouWs9gGymyt-NU.mp4?tag=21
2763,School Supplies Transformation into Robot,https://x.com/TechTalkNAVI/status/2040731808799633561,1,1768917,15102,https://video.twimg.com/amplify_video/2040731749584629760/vid/avc1/1280x720/BMVey601vAEoLIge.mp4?tag=21
2762,Reflecting Japanese Text in Seedance 2.0 Videos,https://x.com/pan_soramame_da/status/2040921171059752988,1,11435095,39234,https://video.twimg.com/amplify_video/2040672041632997376/vid/avc1/1920x1080/-_zC0269Otab4oxW.mp4?tag=21
2761,Cyberpunk MV Opening Sequence,https://x.com/MiraMusic_AI/status/2040744022294335604,2,5419808,47174,"https://video.twimg.com/amplify_video/2040743423586840576/vid/avc1/720x1280/TUsL8bsBHn4OoqL4.mp4?tag=21
https://video.twimg.com/amplify_video/2040743817759072256/vid/avc1/720x1280/J3IobtD-uYURqLgw.mp4?tag=21"
2760,Cherry Blossom Invasion VFX,https://x.com/TechTalkNAVI/status/2040762681414889794,1,2724540,26215,https://video.twimg.com/amplify_video/2040762622459711488/vid/avc1/1280x720/sga4JU4SU1pWdJ-C.mp4?tag=21
2757,Image-to-Video Transformation Sequence,https://x.com/joshesye/status/2040781938768928839,1,3177433,27545,https://video.twimg.com/amplify_video/2040781690688430080/vid/avc1/1280x720/J4xImsHtSpKvnJfu.mp4?tag=21
2756,Bullet Time Effect at Subway Station,https://x.com/AyccAI/status/2040689707772952763,1,3079150,26340,https://video.twimg.com/ext_tw_video/2040689513580957697/pu/vid/avc1/1280x720/e6Uz4qgLqrI1yK9D.mp4?tag=19
2755,Cinematic Chinese Style City Culture Ad,https://x.com/crayon1267/status/2040826454448218305,1,3514564,15760,https://video.twimg.com/amplify_video/2040826157646675968/vid/avc1/1280x720/ir-B8rIClJ4l17Ac.mp4?tag=21
2754,Seedance 2.0 One-Shot Cinematic Camera Movement,https://x.com/john87445528/status/2041000256930763046,1,15152769,19755,https://video.twimg.com/amplify_video/2040999473355132928/vid/avc1/1920x1080/2Kb_XaJL2MQiu3Pn.mp4?tag=21
2752,Seedance 2.0 Realistic Ancient Town Parkour Transformation,https://x.com/Adam38363368936/status/2040980673851506798,1,3769870,31622,https://video.twimg.com/amplify_video/2040978778562977792/vid/avc1/720x1280/tPDXdSjQzRphn6dm.mp4?tag=21
2751,Abandoned Hospital Dream Infection Video,https://x.com/Dheepanratnam/status/2040714445056307479,1,9803059,17706,https://video.twimg.com/amplify_video/2040713972001947648/vid/avc1/2560x1440/7EC7nYrpVtWgsBwf.mp4?tag=21
2750,Live football broadcast,https://x.com/sebatheepan/status/2040729215234912271,1,11122731,17360,https://video.twimg.com/amplify_video/2040728814091984896/vid/avc1/2560x1440/N-EoIX1HwGGXgF7A.mp4?tag=21
2749,Elderly woman opening envelope,https://x.com/lukasersil/status/2040866791446958439,1,3158814,13393,https://video.twimg.com/amplify_video/2040866659234361344/vid/avc1/1920x1080/Io6VXudl5Qu5BWpp.mp4?tag=21
2748,Seedance 2 Cyberpunk Bar Dialogue,https://x.com/rahulnanda86/status/2040560394784350628,1,15787368,21836,https://video.twimg.com/amplify_video/2040560190618226688/vid/avc1/1920x1080/o-O3Lle04uDyXouG.mp4?tag=21
2747,Street dance circle,https://x.com/maxescu/status/2040626052838654343,1,3842052,50465,https://video.twimg.com/amplify_video/2040625985205477376/vid/avc1/720x1280/lGcOkV8ED3aZ5VLE.mp4?tag=14
2746,Seedance 2.0 Hammer Throw,https://x.com/aimikoda/status/2040752436780961971,1,3252952,16219,https://video.twimg.com/amplify_video/2040751878968111104/vid/avc1/1280x720/EB9yAxH9eRwVOHZ4.mp4?tag=21
2745,Basketball Dribbling Social Media,https://x.com/buraktuyan/status/2040800096049078727,1,9736495,100848,https://video.twimg.com/amplify_video/2040798695021801472/vid/avc1/1080x1920/e2jshsJi3dMWEo_c.mp4?tag=21
2744,Hand-to-Hand Skill Clash Cinematic,https://x.com/aaronkowz/status/2040701049858846769,1,15808672,22734,https://video.twimg.com/amplify_video/2040696939143106560/vid/avc1/2560x1440/nFVGAZK1GTjAiVXC.mp4?tag=21
2742,Action-Horror Underwater Chase,https://x.com/Daeng_Tinggi/status/2040777504500167057,1,3000720,43415,https://video.twimg.com/ext_tw_video/2040777289638748160/pu/vid/avc1/720x1280/ApgTCb4lEaOCwLX_.mp4?tag=19
2741,Rucker Park Slam Dunk Viral Video,https://x.com/Viafin23/status/2040855637685313797,1,2411774,22206,https://video.twimg.com/amplify_video/2040854644700971008/vid/avc1/1280x720/EBphWi1kMpM20bzQ.mp4?tag=21
2740,Lightning Wolf Chase Sequence (Dreamina/Seedance 2),https://x.com/LudovicCreator/status/2040857178483876285,1,3386581,14140,https://video.twimg.com/ext_tw_video/2040857154622480384/pu/vid/avc1/1280x720/GnAgqacSMtibO3rU.mp4?tag=12
2739,Ice Giant vs. Magma Titan Battle (Dreamina/Seedance 2),https://x.com/LudovicCreator/status/2040708544010358789,1,3510985,18784,https://video.twimg.com/ext_tw_video/2040708520400609280/pu/vid/avc1/1280x720/4YTaBSF4S4nra5mb.mp4?tag=12
2738,First-Person Shooter POV Scene,https://x.com/NovaIAHQ/status/2040902451478306904,1,7290761,9333,https://video.twimg.com/amplify_video/2040902343873761280/vid/avc1/1920x1080/G0RbIe57i_nHSpDn.mp4?tag=21
2737,Action Hero Combat Scene,https://x.com/TheAva_AI/status/2040901121720369231,1,7972435,15334,https://video.twimg.com/amplify_video/2040901045383987201/vid/avc1/1882x1080/d0z9Q1oX_Gk6jVsL.mp4?tag=21
2736,Cinematic Car-to-Robot Transformation,https://x.com/IqraSaifiii/status/2040805836923212250,1,4459335,22396,https://video.twimg.com/amplify_video/2040805638146797568/vid/avc1/1280x720/KCBvC72CP1CyQg5q.mp4?tag=21
2735,Dramatic Character Gacha Reveal Sequence,https://x.com/ShadeLurk/status/2040523030603190310,1,2327515,27463,https://video.twimg.com/amplify_video/2040522714281287680/vid/avc1/864x496/8rF5ide5NRmIuSwp.mp4?tag=21
2734,Miniature Fantasy Battle on Desk,https://x.com/TheoBuildsAI/status/2040899259243872389,1,6239145,22141,https://video.twimg.com/amplify_video/2040899167778689024/vid/avc1/1882x1080/jE_nNMsmtJURsDjL.mp4?tag=21
2733,Epic Post-Apocalyptic Warrior Transformation,https://x.com/AIwithSynthia/status/2040826350270026216,1,3393984,19743,https://video.twimg.com/ext_tw_video/2040826311455948800/pu/vid/avc1/1280x720/mUcANYICVZfPZQ0Y.mp4?tag=19
2732,15-Second Microdrama: Alien Cat Twist,https://x.com/drjoetw/status/2040792421689184742,1,2612882,18312,https://video.twimg.com/amplify_video/2040792236166926336/vid/avc1/1280x720/brtHgUqdxGaiVZl4.mp4?tag=21
2731,Black Cat Warrior Martial Arts,https://x.com/FellMentKE/status/2040786812810182974,1,3182488,24687,https://video.twimg.com/amplify_video/2040786757323821056/vid/avc1/1254x720/ecYEwPd7PSaOyRFI.mp4?tag=14
2730,Cyberpunk Magical Girl Anime,https://x.com/finshelley/status/2040730703202333033,1,3820500,23687,https://video.twimg.com/amplify_video/2040730536524787712/vid/avc1/1280x720/5GU-rwFGchcc8ao-.mp4?tag=14
2729,Cinematic Sci-Fi Action Video Prompt on Train Tracks,https://x.com/KI_HAL_2023/status/2040793412644024792,1,2779241,13436,https://video.twimg.com/amplify_video/2040793356553601024/vid/avc1/1254x720/0uKLARC9VXM_5t8s.mp4?tag=14
2728,Cinematic Unreal Engine Video Prompt with Shockwave Effect,https://x.com/Just_sharon7/status/2040647070931906835,1,1619308,25236,https://video.twimg.com/amplify_video/2040646965420056577/vid/avc1/864x496/OIf9F9Jv4MCx6ZsQ.mp4?tag=21
2727,Epic Multi-Shot Sequence of Sun Wukong on a Mythological Battlefield,https://x.com/drjoetw/status/2040661051948323129,1,3404265,16724,https://video.twimg.com/amplify_video/2040660950349692928/vid/avc1/1280x720/rJ7rntTNP8FYrITn.mp4?tag=21
2726,AAA Game Trailer Style Futuristic Neon City,https://x.com/EmmaUsesAi/status/2040901893606502733,1,3716609,12049,https://video.twimg.com/amplify_video/2040901821418590208/vid/avc1/1254x720/ztgjRmf8NBniGSkO.mp4?tag=21
2724,Firefly Jar Release Image-to-Video,https://x.com/noorwithwifi/status/2040746352154657276,1,595635,40838,https://video.twimg.com/ext_tw_video/2040746314204598272/pu/vid/avc1/712x1280/SfrgOCN1c00ReLYY.mp4?tag=19
2723,Detailed Stickman Fight,https://x.com/ertanlabs/status/2040825541436260581,1,7510909,30468,https://video.twimg.com/amplify_video/2040765348161507328/vid/avc1/1440x2560/xsOCR5DPUrT4P9wO.mp4?tag=21
2690,Seedance 2.0 Detailed Combat Video Prompt: Maid Blade Dance,https://x.com/MiraMusic_AI/status/2040281710957666770,1,3743631,22277,https://video.twimg.com/amplify_video/2040281491981414400/vid/avc1/1280x720/lmgFLHIqOPAxu_X9.mp4?tag=21
2689,2D Fighting Game Sequence,https://x.com/ShadeLurk/status/2040403855041806690,1,2651767,24460,https://video.twimg.com/amplify_video/2040403561545441280/vid/avc1/864x496/E9rtoOSgBzyoQ4_x.mp4?tag=21
2688,Japanese Dark Fantasy Action Short Film,https://x.com/MiraMusic_AI/status/2040595365096034700,1,4430273,37258,https://video.twimg.com/amplify_video/2040595206911967232/vid/avc1/720x1280/KawZ6pZKCs4ZT-SB.mp4?tag=21
2687,Anime Girls Cyberpunk Scene,https://x.com/ShadeLurk/status/2040287649945280920,1,1087517,9205,https://video.twimg.com/amplify_video/2040286123650609152/vid/avc1/864x496/bnpkQmw92lDVRwyM.mp4?tag=21
2686,15-Second Seedance 2.0 Fast Commercial,https://x.com/BarlowHakusyaku/status/2040673309181018522,1,3262848,27355,https://video.twimg.com/amplify_video/2040672392268455936/vid/avc1/1280x720/C6kjJktkV7gQIkyH.mp4?tag=21
2685,Cyberpunk Samurai Battle,https://x.com/takamasa045/status/2040381360381317281,1,3766468,22842,https://video.twimg.com/amplify_video/2040380559936147456/vid/avc1/1280x720/aaMlHCypN3uFy-5V.mp4?tag=21
2684,2D Fighting Game Sequence,https://x.com/yachimat_manga/status/2040383896244924701,1,3901631,22293,https://video.twimg.com/ext_tw_video/2040380166359470080/pu/vid/avc1/1280x720/JJ0IGM0TDFTMHY2A.mp4?tag=12
2683,1990s Japanese Trendy Drama Style,https://x.com/umitsuru_fire/status/2040306301260222753,1,1790656,16369,https://video.twimg.com/amplify_video/2040306236030341120/vid/avc1/1280x720/QEl07vVoqYV6S3Cc.mp4?tag=21
2682,High-Energy Japan Travel Documentary Montage,https://x.com/croflaiworks/status/2040237989297893863,1,10377279,29627,https://video.twimg.com/amplify_video/2040237830778314752/vid/avc1/1920x1080/WpWIdT3Z_O1L0rGq.mp4?tag=21
2681,Seedance 2.0: Meteorite Defense at Shibuya Crossing (Hex Prompt),https://x.com/TechTalkNAVI/status/2040276480387932546,1,3567600,41703,https://video.twimg.com/amplify_video/2040276423546748928/vid/avc1/1280x720/qW7yhelf23NkZFkN.mp4?tag=21
2680,Chinese-Style Wuxia Battle Animation,https://x.com/azed_ai/status/2040461151230947805,1,3376088,24649,https://video.twimg.com/amplify_video/2040461096168157184/vid/avc1/1280x720/jG5SLuc8jCOgtSqp.mp4?tag=14
2679,Car Transformation Sequence,https://x.com/azed_ai/status/2040461016744751344,1,4254825,16398,https://video.twimg.com/amplify_video/2040460960507494400/vid/avc1/1280x720/IJ7hHxFnZn1JN9Wd.mp4?tag=14
2678,Fight Scene Prompt: Impact and Recovery,https://x.com/azed_ai/status/2040460946326614027,1,2966659,13024,https://video.twimg.com/amplify_video/2040460892727648256/vid/avc1/1280x720/KYCmZEUgCsnPuwgp.mp4?tag=14
2677,3D Fantasy Animation,https://x.com/azed_ai/status/2040460878597050800,1,2988881,27601,https://video.twimg.com/amplify_video/2040460824029138944/vid/avc1/1280x720/AIUUgyUw4QtYxlys.mp4?tag=14
2676,Horror Scene Prompt: Moving Chair,https://x.com/azed_ai/status/2040460810934505752,1,1811176,9597,https://video.twimg.com/amplify_video/2040460757633314816/vid/avc1/1280x720/FM6SOhSAGME6tkIx.mp4?tag=14
2675,Emotional Drama Scene,https://x.com/azed_ai/status/2040460743846535573,1,882022,9401,https://video.twimg.com/amplify_video/2040460692214759424/vid/avc1/1280x720/KGhYqpYMt8Lsgbua.mp4?tag=14
2674,Funny Scene Prompt: Cop and Cat,https://x.com/azed_ai/status/2040460677538783383,1,2167249,21635,https://video.twimg.com/amplify_video/2040460624308883457/vid/avc1/1280x720/bvZatFtoeiE3STMG.mp4?tag=14
2672,Soulslike Boss Introduction Cinematic,https://x.com/naoyuki_okada/status/2040668359935541669,1,2760401,22684,https://video.twimg.com/amplify_video/2040665083794391040/vid/avc1/1280x720/G0WdusEHWAKTZl09.mp4?tag=21
2671,Dramatic Live Scene PV Style,https://x.com/TianY64085/status/2040070389670559781,1,2591626,25260,https://video.twimg.com/amplify_video/2040068180757151745/vid/avc1/1280x720/x7_zTOPdDdqLSbbo.mp4?tag=21
2670,Boyfriend POV Travel Vlog,https://x.com/Adam38363368936/status/2040417703497011628,1,3044227,34350,https://video.twimg.com/amplify_video/2040416800249458688/vid/avc1/720x1280/7fF3efJjwbP7Q3Yv.mp4?tag=21
2666,Sci-Fi Warrior Cinematic,https://x.com/abxxai/status/2040443645003006233,1,1586158,17435,https://video.twimg.com/amplify_video/2040443594100932608/vid/avc1/1280x720/QAKOsmKkrB7n-ywP.mp4?tag=14
2665,Epic Marvel Studios Tone Martial Arts Scene,https://x.com/sketchfxuhd/status/2040285788143808873,1,3043330,17309,https://video.twimg.com/amplify_video/2040285510212706304/vid/avc1/1280x720/zTlSyq_8S8TJcFcp.mp4?tag=21
2664,1970s Shaw Brothers Kung Fu Cinema Scene,https://x.com/iaaaaan/status/2040233625187475965,1,2824537,30282,https://video.twimg.com/amplify_video/2040233320127307777/vid/avc1/720x1280/GTfp7sDG8e2Ov1-v.mp4?tag=21
2663,Emotional Close-Up Scene,https://x.com/Pixo_AI/status/2040328667734368627,1,1121591,11608,https://video.twimg.com/amplify_video/2040328079483240448/vid/avc1/1280x720/hTiCJmTZASPiIj_n.mp4?tag=21
2662,Gritty Handheld 35mm Aesthetic,https://x.com/AngelNwoha/status/2040410990060159127,1,2438846,29748,https://video.twimg.com/amplify_video/2040410801903964160/vid/avc1/834x1112/-VVKx-LxklVuwhdN.mp4?tag=21
2661,Silhouetted Swordsman Combat,https://x.com/vladimircherner/status/2040569543769145504,1,3936692,24072,https://video.twimg.com/amplify_video/2040569344569311232/vid/avc1/1920x1080/ou5cWYv9O0e4Y5ml.mp4?tag=21
2660,Cinematic Fantasy Action Scene,https://x.com/azed_ai/status/2040428500222677459,1,3155450,23354,https://video.twimg.com/amplify_video/2040428432304300033/vid/avc1/1280x720/R_lHOYbjRDhDPx-U.mp4?tag=14
2659,Exploration Robot in Bio-luminescent Garden,https://x.com/Just_sharon7/status/2040465664620851482,1,1596233,26187,https://video.twimg.com/ext_tw_video/2040465627442495488/pu/vid/avc1/864x496/HrqI-ymtZchONnE0.mp4?tag=19
2658,Ice Cream Trickster Showdown,https://x.com/ShamiWeb3/status/2040294257056153834,1,1904884,31228,https://video.twimg.com/ext_tw_video/2040294154660417536/pu/vid/avc1/1280x720/fxAydtyzRedeu_xc.mp4?tag=19
2657,Transformation Sequence: Tentacles and Alien Hiss,https://x.com/D_studioproject/status/2040458193206423784,1,37994706,40955,https://video.twimg.com/amplify_video/2040457579269402624/vid/avc1/2160x3840/2jmqbYqpCHfxF5aM.mp4?tag=21
2656,Surreal Transformation to Cosmic Romance,https://x.com/ChillaiKalan__/status/2040324916822864289,1,1243754,7788,https://video.twimg.com/ext_tw_video/2040324885210411008/pu/vid/avc1/1280x720/O7PxcgGUrPYZEa_x.mp4?tag=19
2655,Sci-Fi Dark Comedy Chase Scene,https://x.com/drjoetw/status/2040461204922245346,1,3358399,22714,https://video.twimg.com/amplify_video/2040461074617782273/vid/avc1/1280x720/KC-ppWYGTfwT-Es7.mp4?tag=21
2654,Cat Master and Bear Pharaoh Cinematic Comedy,https://x.com/drjoetw/status/2040292231752372487,1,2755094,18805,https://video.twimg.com/amplify_video/2040292132335095808/vid/avc1/1280x720/B-qaM-R6Y-MNhe0D.mp4?tag=21
2653,Feral Werewolf Transformation Cinematic Sequence,https://x.com/Gwsubsa/status/2040497932789813393,1,4696601,14044,https://video.twimg.com/amplify_video/2040497334300311552/vid/avc1/1920x1080/62jiIGidRjNRFmgx.mp4?tag=21
2652,Planet-sized Quantum Computer World,https://x.com/Alin_Reaper05/status/2040318720082383260,1,2946154,19507,https://video.twimg.com/amplify_video/2040318584769871872/vid/avc1/1280x720/kC_oLaOmK9zpargc.mp4?tag=21
2651,Scientific Storytelling Video on Honeybee Venom and Cancer,https://x.com/CurieuxExplorer/status/2040473042321838422,1,12030368,15852,https://video.twimg.com/amplify_video/2037909891550191616/vid/avc1/3840x2160/VvbnlSpGILgWnObm.mp4?tag=21
2650,Cinematic Scene of London in Bloom,https://x.com/patchworkfilmuk/status/2040553379764552169,1,9396888,20895,https://video.twimg.com/amplify_video/2040553251695927296/vid/avc1/2560x1440/XBKxTz6hnAnskPK7.mp4?tag=21
2648,Hyper-realistic Cinematic Video of a Colossal Lobster in Venice,https://x.com/aaliya_va/status/2040416891726913887,1,1559868,22348,https://video.twimg.com/amplify_video/2040416495445135360/vid/avc1/1280x720/0EIYpybZpjT3DHEc.mp4?tag=21
2647,Shadow Slash Frenzy Cinematic,https://x.com/oggii_0/status/2040424012514214262,1,2784581,22304,https://video.twimg.com/ext_tw_video/2040423978746220544/pu/vid/avc1/1280x720/sTU8YsoSTJgjwaSv.mp4?tag=19
2646,Daily Routine 15-Cut Sequence,https://x.com/aimikoda/status/2040357709103411485,1,2678764,13982,https://video.twimg.com/amplify_video/2040357435412799488/vid/avc1/1280x720/Q8Jona4U19VEtGl-.mp4?tag=21
2645,Bullet Time Falling Businessman,https://x.com/oggii_0/status/2040302447382728784,1,4247072,30573,https://video.twimg.com/ext_tw_video/2040302404542087168/pu/vid/avc1/1280x720/AqU3x7-LXCEPcEBk.mp4?tag=19
2644,Black-and-White Alley Scene,https://x.com/0xbisc/status/2040403665476002053,1,1245677,15836,https://video.twimg.com/amplify_video/2040403083021414400/vid/avc1/1280x720/dW8Dc1Kuf3dm8rTm.mp4?tag=21
2643,Pastel Cloud Animation,https://x.com/Just_sharon7/status/2040309955513778662,1,951051,10087,https://video.twimg.com/amplify_video/2040309847472873472/vid/avc1/864x496/QqBX6egtmItYm-yR.mp4?tag=21
2642,Kaiju Battle in Japanese Industrial Park,https://x.com/TechieBySA/status/2040436837827629119,1,2278481,9746,https://video.twimg.com/amplify_video/2040434554196946944/vid/avc1/1280x720/x7R3cbjZ9Z6vOgNV.mp4?tag=21
2641,Cinematic Martial Arts Sequence for Seedance 2,https://x.com/CharaspowerAI/status/2040376349504815467,1,2762666,13430,https://video.twimg.com/ext_tw_video/2040376330940821504/pu/vid/avc1/1280x720/9fwG1BtIHlYyQMoE.mp4?tag=12
2640,Snowboarder Avalanche Escape,https://x.com/LudovicCreator/status/2040346155851112776,1,2852764,19106,https://video.twimg.com/ext_tw_video/2040346131985555457/pu/vid/avc1/1280x720/W5LK7lEpFHBaLC5p.mp4?tag=12
2639,Bullet Time Dragon Battle Cinematic,https://x.com/monali_dambre/status/2040388029056229758,1,1803604,20160,https://video.twimg.com/amplify_video/2040387844217454592/vid/avc1/864x496/Ne6X_gbknWYkCq3y.mp4?tag=21
2638,Magical Paper Origami Dragon,https://x.com/monali_dambre/status/2040392540894175296,1,3082453,24141,https://video.twimg.com/amplify_video/2040392447289884672/vid/avc1/1280x720/k5kE7CgoGOKhgBz8.mp4?tag=21
2612,Action Game Concept Trailer,https://x.com/adrianaia_/status/2039972811067031657,1,3076576,21129,https://video.twimg.com/amplify_video/2039972759586168832/vid/avc1/1280x720/HE5-KQt6bWGF0nrK.mp4?tag=14
2611,Elemental Battle Short Film,https://x.com/David_eficaz/status/2039966320414937236,1,2992978,21757,https://video.twimg.com/ext_tw_video/2039966294124924928/pu/vid/avc1/1280x720/xF4bzv2Ot4aZMGwP.mp4?tag=12
2610,Samurai Rebirth in Another World,https://x.com/sailorv321/status/2040127822908596305,1,10207598,18207,https://video.twimg.com/amplify_video/2040126773158199296/vid/avc1/1920x1080/umnv76gSb0A59b3y.mp4?tag=21
2609,Photorealistic Kung-Fu Stuntman,https://x.com/YaReYaRu30Life/status/2039971048305930643,1,4499456,18100,https://video.twimg.com/amplify_video/2039970983130624000/vid/avc1/1280x720/-DCiuxxMCb8-8gE4.mp4?tag=21
2608,Anime High-Speed Cut Test,https://x.com/tebasaki3D/status/2039903531415552048,1,2294357,39662,https://video.twimg.com/amplify_video/2039903362834149376/vid/avc1/1280x720/Oj1ftkd04n7N3cfX.mp4?tag=21
